Entity,Year,Annual CO₂ emissions (per capita)
United Kingdom,1827,22.401.965
United States,1827,11.888.613
Upper-middle-income countries,1827,0
World,1827,5.747.962
Africa,1828,0
Andorra,1828,0
Asia,1828,0
Asia (excl. China and India),1828,0
Australia,1828,114.450.855
Austria,1828,13.072.197
Bhutan,1828,0
Brunei,1828,0
Canada,1828,33.636.033
Cote d'Ivoire,1828,0
Europe,1828,27.133.128
Europe (excl. EU-27),1828,65.838.724
Europe (excl. EU-28),1828,0
European Union (27),1828,7.785.404
European Union (28),1828,354.757
France,1828,18.988.127
Germany,1828,16.573.869
Guinea,1828,0
High-income countries,1828,2.714.859
Low-income countries,1828,0
Lower-middle-income countries,1828,0
Mauritania,1828,0
North America,1828,6.642.322
North America (excl. USA),1828,31.784.188
Oceania,1828,24.680.768
Papua New Guinea,1828,0
Poland,1828,109.338.894
Sierra Leone,1828,0
Singapore,1828,0
Tuvalu,1828,0
United Kingdom,1828,22.364.638
United States,1828,12.727.666
Upper-middle-income countries,1828,0
World,1828,57.907.857
Africa,1829,0
Andorra,1829,0
Asia,1829,0
Asia (excl. China and India),1829,0
Australia,1829,18.160.794
Austria,1829,13.528.666
Bhutan,1829,0
Brunei,1829,0
Canada,1829,32.439.104
Cote d'Ivoire,1829,0
Europe,1829,26.664.096
Europe (excl. EU-27),1829,659.981
Europe (excl. EU-28),1829,19.329.472
European Union (27),1829,69.772.236
European Union (28),1829,34.852.543
France,1829,18.364.692
Germany,1829,13.103.831
Guinea,1829,0
High-income countries,1829,26.769.772
Low-income countries,1829,0
Lower-middle-income countries,1829,0
Mauritania,1829,0
North America,1829,73.394.075
North America (excl. USA),1829,31.499.026
Norway,1829,9.932.231
Oceania,1829,3.925.336
Papua New Guinea,1829,0
Poland,1829,9.571.049
Sierra Leone,1829,0
Singapore,1829,0
Tuvalu,1829,0
United Kingdom,1829,2.234.891
United States,1829,13.939.415
Upper-middle-income countries,1829,0
World,1829,572.159
Africa,1830,0
Andorra,1830,0
Armenia,1830,8.832.011
Asia,1830,26.882.947
Asia (excl. China and India),1830,12.822.186
Australia,1830,17.152.525
Austria,1830,13.980.326
Belarus,1830,19.801.912
Belgium,1830,16.524.625
Bhutan,1830,0
Brunei,1830,0
Canada,1830,31.276.222
Cote d'Ivoire,1830,0
Estonia,1830,4.908.724
Europe,1830,35.617.417
Europe (excl. EU-27),1830,83.172.965
Europe (excl. EU-28),1830,39.726.016
European Union (27),1830,11.779.539
European Union (28),1830,46.551.457
France,1830,19.692.379
Georgia,1830,6.383.903
Germany,1830,17.101.406
Greenland,1830,0
Guinea,1830,0
High-income countries,1830,3.561.572
Hungary,1830,25.466.146
Kazakhstan,1830,544.101
Kyrgyzstan,1830,18.068.588
Latvia,1830,17.408.619
Lithuania,1830,21.066.824
Low-income countries,1830,0
Lower-middle-income countries,1830,12.209.887
Mauritania,1830,0
Moldova,1830,24.206.594
North America,1830,8.362.567
North America (excl. USA),1830,31.122.504
Norway,1830,65.375.045
Oceania,1830,3.633.419
Papua New Guinea,1830,0
Poland,1830,8.815.281
Russia,1830,32.588.345
Sierra Leone,1830,0
Singapore,1830,0
Spain,1830,2.809.471
Tajikistan,1830,11.734.679
Turkmenistan,1830,3.802.442
Tuvalu,1830,0
Ukraine,1830,28.935.802
United Kingdom,1830,28.095.102
United States,1830,15.767.905
Upper-middle-income countries,1830,25.990.492
Uzbekistan,1830,22.635.386
World,1830,7.627.875
Africa,1831,0
Andorra,1831,0
Armenia,1831,10.720.834
Asia,1831,32.166.306
Asia (excl. China and India),1831,15.337.959
Australia,1831,4.180.592
Austria,1831,13.499.741
Belarus,1831,23.538.538
Belgium,1831,1.180.074
Bhutan,1831,0
Brunei,1831,0
Canada,1831,30.147.023
Cote d'Ivoire,1831,0
Estonia,1831,5.820.066
Europe,1831,32.927.424
Europe (excl. EU-27),1831,78.459.966
Europe (excl. EU-28),1831,38.399.023
European Union (27),1831,10.060.489
European Union (28),1831,43.041.176
France,1831,1.809.741
Georgia,1831,75.910.226
Germany,1831,16.203.187
Guinea,1831,0
High-income countries,1831,33.059.973
Hungary,1831,15.494.763
Kazakhstan,1831,646.807
Kyrgyzstan,1831,21.485.171
Latvia,1831,20.666.626
Lithuania,1831,24.912.014
Low-income countries,1831,0
Lower-middle-income countries,1831,14.591.053
Mauritania,1831,0
Moldova,1831,28.809.154
North America,1831,8.897.267
North America (excl. USA),1831,30.862.176
Norway,1831,32.304.025
Oceania,1831,9.199.888
Papua New Guinea,1831,0
Poland,1831,71.625.955
Russia,1831,3.874.934
Sierra Leone,1831,0
Singapore,1831,0
Spain,1831,2.790.868
Tajikistan,1831,1.395.357
Turkmenistan,1831,4.531.294
Tuvalu,1831,0
Ukraine,1831,3.441.367
United Kingdom,1831,26.452.432
United States,1831,16.626.401
Upper-middle-income countries,1831,31.053.234
Uzbekistan,1831,26.953.174
World,1831,7.101.679
Africa,1832,0
Andorra,1832,0
Armenia,1832,69.376.845
Asia,1832,21.368.437
Asia (excl. China and India),1832,10.179.646
Australia,1832,32.435.037
Austria,1832,143.566
Belarus,1832,1.556.235
Belgium,1832,1.236.363
Bhutan,1832,0
Brunei,1832,0
Canada,1832,29.051.213
Cote d'Ivoire,1832,0
Estonia,1832,38.336.706
Europe,1832,31.890.324
Europe (excl. EU-27),1832,75.404.614
Europe (excl. EU-28),1832,21.191.727
European Union (27),1832,99.941.514
European Union (28),1832,4.169.892
France,1832,19.870.651
Georgia,1832,5.014.668
Germany,1832,12.038.958
Guinea,1832,0
High-income countries,1832,32.348.093
Hungary,1832,19.429.982
Kazakhstan,1832,4.271.373
Kyrgyzstan,1832,14.193.193
Latvia,1832,1.350.909
Lithuania,1832,16.366.136
Low-income countries,1832,0
Lower-middle-income countries,1832,9.681.882
Mauritania,1832,0
Moldova,1832,1.898.953
North America,1832,116.362.855
North America (excl. USA),1832,30.514.816
Oceania,1832,72.489.707
Papua New Guinea,1832,0
Poland,1832,9.072.627
Russia,1832,25.594.613
Sierra Leone,1832,0
Singapore,1832,0
Spain,1832,2.772.386
Tajikistan,1832,92.177.936
Turkmenistan,1832,300.153
Tuvalu,1832,0
Ukraine,1832,22.731.164
United Kingdom,1832,25.387.402
United States,1832,21.589.011
Upper-middle-income countries,1832,20.627.696
Uzbekistan,1832,17.789.823
World,1832,6.967.444
Africa,1833,0
Andorra,1833,0
Armenia,1833,8.593.262
Asia,1833,26.645.928
Asia (excl. China and India),1833,126.735.085
Australia,1833,3.019.444
Austria,1833,11.939.268
Belarus,1833,19.266.624
Belgium,1833,11.869.234
Bhutan,1833,0
Brunei,1833,0
Canada,1833,27.988.374
Cote d'Ivoire,1833,0
Estonia,1833,47.348.242
Europe,1833,31.905.016
Europe (excl. EU-27),1833,7.397.022
Europe (excl. EU-28),1833,26.263.957
European Union (27),1833,10.695.848
European Union (28),1833,4.172.716
France,1833,21.459.202
Georgia,1833,62.113.344
Germany,1833,1.513.005
Guinea,1833,0
High-income countries,1833,3.255.038
Hungary,1833,14.466.502
Kazakhstan,1833,52.939.286
Kyrgyzstan,1833,17.580.166
Latvia,1833,16.579.726
Lithuania,1833,20.159.729
Low-income countries,1833,0
Lower-middle-income countries,1833,12.046.574
Mauritania,1833,0
Moldova,1833,23.552.224
North America,1833,13.301.432
North America (excl. USA),1833,30.128.437
Oceania,1833,68.814.037
Papua New Guinea,1833,0
Poland,1833,9.357.449
Russia,1833,31.701.938
Sierra Leone,1833,0
Singapore,1833,0
Spain,1833,2.754.025
Tajikistan,1833,1.141.748
Turkmenistan,1833,36.996.556
Tuvalu,1833,0
Ukraine,1833,28.153.602
United Kingdom,1833,24.873.807
United States,1833,2.451.494
Upper-middle-income countries,1833,25.720.607
Uzbekistan,1833,22.023.507
World,1833,70.330.165
Africa,1834,0
Andorra,1834,0
Asia,1834,0
Asia (excl. China and India),1834,0
Australia,1834,36.735.043
Austria,1834,16.247.256
Belgium,1834,11.363.375
Bhutan,1834,0
Brunei,1834,0
Canada,1834,26.964.413
Cote d'Ivoire,1834,0
Europe,1834,3.390.694
Europe (excl. EU-27),1834,77.872.217
Europe (excl. EU-28),1834,0
European Union (27),1834,11.695.608
European Union (28),1834,44.365.266
France,1834,26.293.486
Germany,1834,15.085.933
Guinea,1834,0
High-income countries,1834,34.446.737
Hungary,1834,15.159.137
Low-income countries,1834,0
Lower-middle-income countries,1834,0
Mauritania,1834,0
North America,1834,12.491.159
North America (excl. USA),1834,29.768.984
Oceania,1834,8.535.616
Papua New Guinea,1834,0
Poland,1834,9.764.417
Sierra Leone,1834,0
Singapore,1834,0
Spain,1834,27.357.854
Sweden,1834,11.093.442
Tuvalu,1834,0
United Kingdom,1834,26.161.683
United States,1834,22.857.675
Upper-middle-income countries,1834,0
World,1834,7.464.083
Africa,1835,0
Andorra,1835,0
Asia,1835,0
Asia (excl. China and India),1835,0
Australia,1835,52.342.642
Austria,1835,17.481.326
Belgium,1835,12.167.125
Bhutan,1835,0
Brunei,1835,0
Canada,1835,25.977.911
Cote d'Ivoire,1835,0
Europe,1835,36.678.123
Europe (excl. EU-27),1835,8.468.548
Europe (excl. EU-28),1835,24.483.947
European Union (27),1835,123.764.336
European Union (28),1835,47.995.844
France,1835,2.715.916
Germany,1835,16.690.293
Guinea,1835,0
High-income countries,1835,37.501.898
Hungary,1835,110.886.535
Low-income countries,1835,0
Lower-middle-income countries,1835,0
Macao,1835,0
Mauritania,1835,0
North America,1835,15.617.768
North America (excl. USA),1835,29.427.532
Norway,1835,12.408.057
Oceania,1835,12.397.378
Papua New Guinea,1835,0
Poland,1835,103.852.116
Sierra Leone,1835,0
Singapore,1835,0
Spain,1835,27.176.665
Tuvalu,1835,0
United Kingdom,1835,28.411.562
United States,1835,28.379.282
Upper-middle-income countries,1835,0
World,1835,8.151.876
Africa,1836,0
Andorra,1836,0
Asia,1836,0
Asia (excl. China and India),1836,0
Australia,1836,52.141.123
Austria,1836,1.850.181
Belgium,1836,14.191.859
Bhutan,1836,0
Brunei,1836,0
Canada,1836,25.027.494
Cote d'Ivoire,1836,0
Europe,1836,39.945.665
Europe (excl. EU-27),1836,91.300.064
Europe (excl. EU-28),1836,30.343.208
European Union (27),1836,1.389.793
European Union (28),1836,5.228.381
France,1836,31.054.175
Germany,1836,17.388.494
Guinea,1836,0
High-income countries,1836,4.084.296
Hungary,1836,18.084.582
Low-income countries,1836,0
Lower-middle-income countries,1836,0
Mauritania,1836,0
North America,1836,16.763.563
North America (excl. USA),1836,29.067.774
Norway,1836,153.572.485
Oceania,1836,125.861
Papua New Guinea,1836,0
Poland,1836,116.836.585
Sierra Leone,1836,0
Singapore,1836,0
Spain,1836,16.198.008
Tuvalu,1836,0
United Kingdom,1836,30.594.063
United States,1836,30.255.765
Upper-middle-income countries,1836,0
World,1836,8.904.739
Africa,1837,0
Andorra,1837,0
Asia,1837,0
Asia (excl. China and India),1837,0
Australia,1837,6.473.291
Austria,1837,19.311.765
Belgium,1837,15.076.544
Bhutan,1837,0
Brunei,1837,0
Canada,1837,24.111.862
Cote d'Ivoire,1837,0
Europe,1837,3.914.143
Europe (excl. EU-27),1837,86.692.584
Europe (excl. EU-28),1837,42.116.994
European Union (27),1837,1.497.476
European Union (28),1837,5.124.038
France,1837,3.298.498
Germany,1837,19.722.018
Guinea,1837,0
High-income countries,1837,40.259.904
Hungary,1837,14.830.781
Low-income countries,1837,0
Lower-middle-income countries,1837,0
Mauritania,1837,0
North America,1837,18.413.039
North America (excl. USA),1837,28.709.363
Norway,1837,21.288.287
Oceania,1837,15.921.783
Papua New Guinea,1837,0
Poland,1837,12.466.344
Sierra Leone,1837,0
Singapore,1837,0
Spain,1837,26.817.883
Tuvalu,1837,0
United Kingdom,1837,29.013.233
United States,1837,33.012.334
Upper-middle-income countries,1837,0
World,1837,8.804.953
Africa,1838,0
Andorra,1838,0
Asia,1838,0
Asia (excl. China and India),1838,0
Australia,1838,6.765.787
Austria,1838,23.100.474
Belgium,1838,15.260.426
Bhutan,1838,0
Brunei,1838,0
Canada,1838,23.229.716
Cote d'Ivoire,1838,0
Europe,1838,38.807.026
Europe (excl. EU-27),1838,8.403.405
Europe (excl. EU-28),1838,835.128
European Union (27),1838,15.775.809
European Union (28),1838,5.080.261
France,1838,3.432.477
Germany,1838,21.752.897
Guinea,1838,0
High-income countries,1838,3.981
Hungary,1838,13.173.136
Low-income countries,1838,0
Lower-middle-income countries,1838,0
Mauritania,1838,0
North America,1838,17.098.258
North America (excl. USA),1838,28.352.323
Norway,1838,42.157.065
Oceania,1838,1.695.348
Papua New Guinea,1838,0
Poland,1838,13.329.282
Sierra Leone,1838,0
Singapore,1838,0
Spain,1838,18.648.191
Tuvalu,1838,0
United Kingdom,1838,28.080.924
United States,1838,3.045.117
Upper-middle-income countries,1838,0
World,1838,8.733.766
Africa,1839,0
Andorra,1839,0
Asia,1839,0
Asia (excl. China and India),1839,0
Australia,1839,8.141.686
Austria,1839,2.862.818
Belgium,1839,16.580.431
Bhutan,1839,0
Brunei,1839,0
Canada,1839,22.375.667
Cote d'Ivoire,1839,0
Europe,1839,39.788.458
Europe (excl. EU-27),1839,85.792.786
Europe (excl. EU-28),1839,6.505.394
European Union (27),1839,16.318.744
European Union (28),1839,52.113.837
France,1839,33.313.882
Germany,1839,22.798.942
Guinea,1839,0
High-income countries,1839,4.092.823
Hungary,1839,29.231.677
Low-income countries,1839,0
Lower-middle-income countries,1839,0
Macao,1839,0
Mauritania,1839,0
North America,1839,18.355.195
North America (excl. USA),1839,27.989.346
Norway,1839,32.786.433
Oceania,1839,20.810.999
Papua New Guinea,1839,0
Poland,1839,14.026.114
Sierra Leone,1839,0
Singapore,1839,0
Spain,1839,34.403.016
Sweden,1839,14.188.319
Tuvalu,1839,0
United Kingdom,1839,28.675.888
United States,1839,3.247.494
Upper-middle-income countries,1839,0
World,1839,9.005.479
Africa,1840,0
Andorra,1840,0
Asia,1840,0
Asia (excl. China and India),1840,0
Australia,1840,1.124.016
Austria,1840,31.430.042
Belgium,1840,18.935.716
Bhutan,1840,0
Brunei,1840,0
Canada,1840,21.549.126
Cote d'Ivoire,1840,0
Europe,1840,42.845.514
Europe (excl. EU-27),1840,9.071.936
Europe (excl. EU-28),1840,70.352.823
European Union (27),1840,1.838.064
European Union (28),1840,56.147.426
France,1840,3.381.736
Germany,1840,29.514.763
Greenland,1840,0
Guinea,1840,0
High-income countries,1840,44.015.896
Hungary,1840,28.255.418
Low-income countries,1840,0
Lower-middle-income countries,1840,0
Mauritania,1840,0
North America,1840,19.095.267
North America (excl. USA),1840,27.564.817
Norway,1840,35.391.875
Oceania,1840,28.563.216
Papua New Guinea,1840,0
Poland,1840,16.289.388
Sierra Leone,1840,0
Singapore,1840,0
Spain,1840,2.628.863
Sweden,1840,12.888.442
Tuvalu,1840,0
United Kingdom,1840,30.363.529
United States,1840,3.359.056
Upper-middle-income countries,1840,0
World,1840,97.056.426
Africa,1841,0
Andorra,1841,0
Asia,1841,0
Asia (excl. China and India),1841,0
Australia,1841,12.538.597
Austria,1841,35.270.458
Belgium,1841,17.955.159
Bhutan,1841,0
Brunei,1841,0
Canada,1841,20.749.497
Cote d'Ivoire,1841,0
Europe,1841,4.369.793
Europe (excl. EU-27),1841,90.655
Europe (excl. EU-28),1841,93.000.196
European Union (27),1841,19.667.633
European Union (28),1841,57.293.415
France,1841,39.443.934
Germany,1841,3.044.165
Guinea,1841,0
High-income countries,1841,44.951.165
Hungary,1841,2.956.613
Low-income countries,1841,0
Lower-middle-income countries,1841,0
Mauritania,1841,0
North America,1841,19.766.374
North America (excl. USA),1841,27.233.709
Norway,1841,46.679.433
Oceania,1841,33.472.385
Papua New Guinea,1841,0
Poland,1841,17.585.275
Sierra Leone,1841,0
Singapore,1841,0
Spain,1841,73.120.836
Sweden,1841,127.667
Tuvalu,1841,0
United Kingdom,1841,30.412.488
United States,1841,34.518.078
Upper-middle-income countries,1841,0
World,1841,994.163
Africa,1842,0
Andorra,1842,0
Asia,1842,0
Asia (excl. China and India),1842,0
Australia,1842,13.876.665
Austria,1842,3.876.523
Belgium,1842,18.498.373
Bhutan,1842,0
Brunei,1842,0
Canada,1842,19.976.208
Cote d'Ivoire,1842,0
Europe,1842,4.586.582
Europe (excl. EU-27),1842,9.430.234
Europe (excl. EU-28),1842,11.524.474
European Union (27),1842,21.046.594
European Union (28),1842,60.176.045
France,1842,41.288.608
Germany,1842,34.398.574
Guinea,1842,0
High-income countries,1842,47.289.893
Hungary,1842,1.730.962
Low-income countries,1842,0
Lower-middle-income countries,1842,0
Mauritania,1842,0
North America,1842,21.507.406
North America (excl. USA),1842,26.869.032
Norway,1842,57.700.925
Oceania,1842,3.792.042
Papua New Guinea,1842,0
Poland,1842,18.622.164
Sierra Leone,1842,0
Singapore,1842,0
Spain,1842,10.117.266
Sweden,1842,2.528.186
Tuvalu,1842,0
United Kingdom,1842,31.750.915
United States,1842,37.302.932
Upper-middle-income countries,1842,0
World,1842,104.824.804
Africa,1843,0
Andorra,1843,0
Asia,1843,0
Asia (excl. China and India),1843,0
Australia,1843,8.672.209
Austria,1843,3.349.525
Belgium,1843,16.982.734
Bhutan,1843,0
Brunei,1843,0
Canada,1843,1.922.864
Cote d'Ivoire,1843,0
Denmark,1843,9.695.444
Europe,1843,4.640.028
Europe (excl. EU-27),1843,97.378.665
Europe (excl. EU-28),1843,9.710.865
European Union (27),1843,20.249.647
European Union (28),1843,609.373
France,1843,411.831
Germany,1843,32.294.974
Guinea,1843,0
High-income countries,1843,48.053.434
Hungary,1843,17.930.845
Low-income countries,1843,0
Lower-middle-income countries,1843,0
Mauritania,1843,0
North America,1843,23.570.313
North America (excl. USA),1843,26.467.416
Norway,1843,48.485.868
Oceania,1843,23.136.506
Papua New Guinea,1843,0
Poland,1843,18.188.983
Sierra Leone,1843,0
Singapore,1843,0
Spain,1843,12.111.899
Sweden,1843,18.198.298
Tuvalu,1843,0
United Kingdom,1843,32.955.952
United States,1843,40.623.948
Upper-middle-income countries,1843,0
World,1843,10.675.982
Africa,1844,0
Andorra,1844,0
Asia,1844,0
Asia (excl. China and India),1844,0
Australia,1844,7.474.135
Austria,1844,418.547
